tick,event,source,is_source_illu,source_team,target,is_target_illu,inflictor,value,before,after,dmg_source
1660.9560000000001,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1660.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1660.996,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1661.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1662.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1663.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1664.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1665.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1666.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1667.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1668.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1669.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1670.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1671.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1672.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1673.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1674.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1675.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1676.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1677.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1678.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1679.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
1680.986,modifier_remove,npc_dota_hero_dragon_knight,0.0,,npc_dota_creep_goodguys_ranged,0.0,modifier_item_ancient_janggo_aura_effect,0.0,,324.0,npc_dota_hero_dragon_knight
2755.598,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_slark,0.0,,51.0,1171.0,1120.0,npc_dota_witch_doctor_death_ward
2755.598,ability_cast,npc_dota_hero_slark,0.0,,,,slark_pounce,,,,
2755.598,modifier_add,npc_dota_hero_slark,0.0,,npc_dota_hero_slark,0.0,modifier_slark_pounce,0.0,,1120.0,npc_dota_hero_slark
2755.598,modifier_remove,npc_dota_hero_axe,0.0,,npc_dota_hero_axe,0.0,modifier_item_blade_mail_reflect,0.0,,1151.0,npc_dota_hero_axe
2755.665,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_templar_assassin,0.0,witch_doctor_voodoo_restoration,11.0,-1627.0,1638.0,npc_dota_hero_witch_doctor
2755.833,modifier_remove,npc_dota_hero_tusk,0.0,,npc_dota_creep_badguys_ranged,0.0,modifier_tusk_frozen_sigil,1.0,,348.0,npc_dota_hero_tusk
2755.899,damage,npc_dota_hero_doom_bringer,0.0,,npc_dota_hero_axe,0.0,doom_bringer_infernal_blade,102.0,1153.0,1051.0,npc_dota_hero_doom_bringer
2755.899,modifier_remove,npc_dota_hero_doom_bringer,0.0,,npc_dota_hero_axe,0.0,modifier_doom_bringer_infernal_blade_burn,1.0,,1051.0,npc_dota_hero_doom_bringer
2755.966,item,npc_dota_hero_skywrath_mage,0.0,,,,item_magic_wand,,,,
2755.966,modifier_remove,npc_dota_hero_templar_assassin,0.0,,npc_dota_hero_witch_doctor,0.0,modifier_item_ring_of_aquila_aura_bonus,0.0,,1064.0,npc_dota_hero_templar_assassin
2755.966,modifier_add,npc_dota_hero_visage,0.0,,npc_dota_hero_slark,0.0,modifier_item_assault_positive,0.0,,1122.0,npc_dota_hero_visage
2755.966,modifier_add,npc_dota_hero_visage,0.0,,npc_dota_hero_slark,0.0,modifier_item_helm_of_the_dominator_aura,0.0,,1122.0,npc_dota_hero_visage
2755.966,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_templar_assassin,0.0,witch_doctor_voodoo_restoration,10.0,-1640.0,1650.0,npc_dota_hero_witch_doctor
2755.966,modifier_remove,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_templar_assassin,0.0,modifier_voodoo_restoration_heal,0.0,,1650.0,npc_dota_hero_witch_doctor
2756.0,damage,npc_dota_hero_tusk,0.0,,npc_dota_hero_visage,0.0,item_urn_of_shadows,21.0,410.0,389.0,npc_dota_hero_tusk
2756.033,modifier_remove,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_ranged,0.0,modifier_item_helm_of_the_dominator_aura,0.0,,348.0,npc_dota_hero_visage
2756.033,modifier_remove,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_ranged,0.0,modifier_item_assault_positive,0.0,,348.0,npc_dota_hero_visage
2756.033,modifier_remove,npc_dota_hero_death_prophet,0.0,,npc_dota_hero_visage,0.0,modifier_item_solar_crest_armor_reduction,1.0,,389.0,npc_dota_hero_death_prophet
2756.033,modifier_add,npc_dota_hero_tusk,0.0,,npc_dota_hero_slark,0.0,modifier_tusk_frozen_sigil,1.0,,1124.0,npc_dota_hero_tusk
2756.134,damage,npc_dota_creep_badguys_ranged,0.0,,npc_dota_hero_witch_doctor,0.0,,10.0,1063.0,1053.0,npc_dota_creep_badguys_ranged
2756.134,damage,npc_dota_hero_doom_bringer,0.0,,npc_dota_hero_visage,0.0,doom_bringer_doom,41.0,390.0,349.0,npc_dota_hero_doom_bringer
2756.167,death,npc_dota_creep_badguys_melee,0.0,,npc_dota_creep_goodguys_ranged,0.0,,27.0,,0.0,npc_dota_creep_badguys_melee
2756.234,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_slark,0.0,witch_doctor_maledict,20.0,1127.0,1107.0,npc_dota_hero_witch_doctor
2756.301,item,npc_dota_hero_slark,0.0,,,,item_power_treads,,,,
2756.301,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,11.0,-1053.0,1064.0,npc_dota_hero_witch_doctor
2756.301,damage,npc_dota_creep_badguys_melee,0.0,,npc_dota_hero_witch_doctor,0.0,,12.0,1064.0,1052.0,npc_dota_creep_badguys_melee
2756.334,modifier_remove,npc_dota_hero_slark,0.0,,npc_dota_hero_slark,0.0,modifier_slark_pounce,0.0,,1192.0,npc_dota_hero_slark
2756.368,damage,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,,79.0,1052.0,973.0,npc_dota_hero_skywrath_mage
2756.401,modifier_add,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_axe,0.0,modifier_stunned,1.0,,1054.0,npc_dota_hero_witch_doctor
2756.401,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_axe,0.0,witch_doctor_paralyzing_cask,36.0,1053.0,1017.0,npc_dota_hero_witch_doctor
2756.468,modifier_add,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_melee,0.0,modifier_item_assault_positive,0.0,,453.0,npc_dota_hero_visage
"2756.468
}",modifier_add,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_melee,0.0,modifier_item_helm_of_the_dominator_aura,0.0,,453.0,npc_dota_hero_visage
2756.635,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_slark,0.0,,48.0,1197.0,1149.0,npc_dota_witch_doctor_death_ward
2756.635,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,11.0,-974.0,985.0,npc_dota_hero_witch_doctor
2756.702,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_skywrath_mage,0.0,,87.0,1454.0,1367.0,npc_dota_witch_doctor_death_ward
2756.936,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_slark,0.0,,48.0,1154.0,1106.0,npc_dota_witch_doctor_death_ward
2756.97,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_skywrath_mage,0.0,,87.0,1367.0,1280.0,npc_dota_witch_doctor_death_ward
2756.97,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,10.0,-986.0,996.0,npc_dota_hero_witch_doctor
2757.003,damage,npc_dota_hero_tusk,0.0,,npc_dota_hero_visage,0.0,item_urn_of_shadows,21.0,359.0,338.0,npc_dota_hero_tusk
2757.003,modifier_remove,npc_dota_hero_tusk,0.0,,npc_dota_hero_visage,0.0,modifier_item_urn_damage,1.0,,338.0,npc_dota_hero_tusk
2757.037,death,npc_dota_creep_goodguys_ranged,0.0,,npc_dota_creep_badguys_melee,0.0,,43.0,,0.0,npc_dota_creep_goodguys_ranged
2757.104,ability_cast,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,skywrath_mage_ancient_seal,996.0,,,
2757.104,modifier_add,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,modifier_skywrath_mage_ancient_seal,996.0,,1.0,npc_dota_hero_skywrath_mage
2757.137,damage,npc_dota_creep_badguys_ranged,0.0,,npc_dota_hero_witch_doctor,0.0,,986.0,995.0,9.0,npc_dota_creep_badguys_ranged
2757.137,damage,npc_dota_hero_doom_bringer,0.0,,npc_dota_hero_visage,0.0,doom_bringer_doom,299.0,340.0,41.0,npc_dota_hero_doom_bringer
2757.17,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_skywrath_mage,0.0,,1193.0,1280.0,87.0,npc_dota_witch_doctor_death_ward
2757.204,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_slark,0.0,witch_doctor_maledict,350.0,1110.0,760.0,npc_dota_hero_witch_doctor
2757.237,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_slark,0.0,witch_doctor_maledict,20.0,762.0,742.0,npc_dota_hero_witch_doctor
2757.271,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_creep_badguys_melee,0.0,witch_doctor_paralyzing_cask,158.0,441.0,283.0,npc_dota_hero_witch_doctor
2757.271,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_slark,0.0,,48.0,742.0,694.0,npc_dota_witch_doctor_death_ward
2757.304,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,11.0,-986.0,997.0,npc_dota_hero_witch_doctor
2757.304,damage,npc_dota_creep_badguys_melee,0.0,,npc_dota_hero_witch_doctor,0.0,,13.0,997.0,984.0,npc_dota_creep_badguys_melee
2757.405,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_skywrath_mage,0.0,,87.0,1193.0,1106.0,npc_dota_witch_doctor_death_ward
2757.405,modifier_remove,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_axe,0.0,modifier_stunned,1.0,,1024.0,npc_dota_hero_witch_doctor
2757.538,death,npc_dota_creep_badguys_melee,0.0,,npc_dota_creep_goodguys_melee,0.0,,21.0,,0.0,npc_dota_creep_badguys_melee
2757.538,damage,npc_dota_creep_badguys_melee,0.0,,npc_dota_hero_witch_doctor,0.0,,12.0,983.0,971.0,npc_dota_creep_badguys_melee
2757.605,ability_cast,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,skywrath_mage_arcane_bolt,972.0,,,
2757.639,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_creep_badguys_melee,0.0,witch_doctor_paralyzing_cask,283.0,441.0,158.0,npc_dota_hero_witch_doctor
2757.639,damage,npc_dota_witch_doctor_death_ward,0.0,,npc_dota_hero_skywrath_mage,0.0,,1018.0,1105.0,87.0,npc_dota_witch_doctor_death_ward
2757.639,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,10.0,-972.0,982.0,npc_dota_hero_witch_doctor
2757.672,damage,npc_dota_creep_badguys_melee,0.0,,npc_dota_hero_witch_doctor,0.0,,12.0,982.0,970.0,npc_dota_creep_badguys_melee
2757.873,item,npc_dota_hero_slark,0.0,,,,item_power_treads,,,,
2757.94,death,npc_dota_creep_badguys_ranged,0.0,,npc_dota_creep_goodguys_ranged,0.0,,46.0,,0.0,npc_dota_creep_badguys_ranged
2757.94,modifier_add,npc_dota_hero_vengefulspirit,0.0,,npc_dota_hero_visage,0.0,modifier_vengefulspirit_command_aura_effect,0.0,,309.0,npc_dota_hero_vengefulspirit
2757.973,damage,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,skywrath_mage_arcane_bolt,269.0,969.0,700.0,npc_dota_hero_skywrath_mage
2757.973,modifier_add,npc_dota_hero_slark,0.0,,npc_dota_hero_slark,0.0,modifier_slark_shadow_dance_passive_regen,0.0,,656.0,npc_dota_hero_slark
2757.973,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,11.0,-700.0,711.0,npc_dota_hero_witch_doctor
2758.04,damage,npc_dota_hero_skywrath_mage,0.0,,npc_dota_hero_witch_doctor,0.0,,81.0,710.0,629.0,npc_dota_hero_skywrath_mage
2758.04,item,npc_dota_hero_slark,0.0,,,,item_power_treads,,,,
2758.073,modifier_remove,npc_dota_hero_tusk,0.0,,npc_dota_hero_visage,0.0,modifier_item_dustofappearance,1.0,,310.0,npc_dota_hero_tusk
"2758.073
}",modifier_remove,npc_dota_hero_tusk,0.0,,npc_dota_visage_familiar3,0.0,modifier_item_dustofappearance,1.0,,700.0,npc_dota_hero_tusk
2758.14,ability_cast,npc_dota_hero_axe,0.0,,npc_dota_hero_witch_doctor,0.0,axe_battle_hunger,630.0,,,
2758.14,modifier_add,npc_dota_hero_axe,0.0,,npc_dota_hero_witch_doctor,0.0,modifier_axe_battle_hunger,630.0,,1.0,npc_dota_hero_axe
2758.14,modifier_refresh,npc_dota_hero_axe,0.0,,npc_dota_hero_axe,0.0,modifier_axe_battle_hunger_self,1029.0,,0.0,npc_dota_hero_axe
2758.14,damage,npc_dota_hero_doom_bringer,0.0,,npc_dota_hero_visage,0.0,doom_bringer_doom,270.0,311.0,41.0,npc_dota_hero_doom_bringer
2758.174,damage,npc_dota_creep_badguys_ranged,0.0,,npc_dota_hero_witch_doctor,0.0,,620.0,630.0,10.0,npc_dota_creep_badguys_ranged
2758.207,damage,npc_dota_creep_badguys_ranged,0.0,,npc_dota_hero_witch_doctor,0.0,,610.0,619.0,9.0,npc_dota_creep_badguys_ranged
"2758.207
}",modifier_add,npc_dota_hero_slark,0.0,,npc_dota_tusk_frozen_sigil4,0.0,modifier_item_skadi_slow,7.0,,1.0,npc_dota_hero_slark
2758.241,damage,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_slark,0.0,witch_doctor_maledict,20.0,710.0,690.0,npc_dota_hero_witch_doctor
2758.308,heal,npc_dota_hero_witch_doctor,0.0,,npc_dota_hero_witch_doctor,0.0,witch_doctor_voodoo_restoration,10.0,-610.0,620.0,npc_dota_hero_witch_doctor
2758.308,damage,npc_dota_creep_badguys_melee,0.0,,npc_dota_hero_witch_doctor,0.0,,11.0,619.0,608.0,npc_dota_creep_badguys_melee
2758.341,death,npc_dota_creep_badguys_ranged,0.0,,npc_dota_creep_goodguys_melee,0.0,,46.0,,0.0,npc_dota_creep_badguys_ranged
2758.341,modifier_remove,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_melee,0.0,modifier_item_helm_of_the_dominator_aura,0.0,,467.0,npc_dota_hero_visage
"2758.341
}",modifier_remove,npc_dota_hero_visage,0.0,,npc_dota_creep_badguys_melee,0.0,modifier_item_assault_positive,0.0,,467.0,npc_dota_hero_visage
2758.441,modifier_add,npc_dota_hero_vengefulspirit,0.0,,npc_dota_hero_slark,0.0,modifier_vengefulspirit_command_aura_effect,0.0,,726.0,npc_dota_hero_vengefulspirit
2758.508,damage,npc_dota_hero_slark,0.0,,npc_dota_tusk_frozen_sigil4,0.0,,3.0,3.0,0.0,npc_dota_hero_slark
2758.508,gold,,,,npc_dota_hero_slark,,,120.0,,,
2758.508,xp,,,,npc_dota_hero_visage,,,,,0.0,
2758.508,xp,,,,npc_dota_hero_slark,,,0.0,,,
