27140	0	0.39540017703398866
27140	1	0.39540017703398866
27140	2	0.39540017703398866
27140	3	0.39540017703398866
27140	4	0.39540017703398866
27140	5	0.39540017703398866
27140	6	0.39540017703398866
27140	7	0.39540017703398866
27140	8	0.39540017703398866
27140	9	0.39540017703398866
27155	0	0.39540017703398866
27155	1	0.39540017703398866
27155	2	0.39540017703398866
27155	3	0.39540017703398866
27155	4	0.39540017703398866
27155	5	0.39540017703398866
27155	6	0.39540017703398866
27155	7	0.39540017703398866
27155	8	0.39540017703398866
27155	9	0.39540017703398866
27170	0	0.39540017703398866
27170	1	0.39540017703398866
27170	2	0.39540017703398866
27170	3	0.39540017703398866
27170	4	0.39540017703398866
27170	5	0.39540017703398866
27170	6	0.39540017703398866
27170	7	0.39540017703398866
27170	8	0.39540017703398866
27170	9	0.39540017703398866
27185	0	0.39540017703398866
27185	1	0.39540017703398866
27185	2	0.39540017703398866
27185	3	0.39540017703398866
27185	4	0.39540017703398866
27185	5	0.39540017703398866
27185	6	0.39540017703398866
27185	7	0.39540017703398866
27185	8	0.39540017703398866
27185	9	0.39540017703398866
27200	0	0.39540017703398866
27200	1	0.39540017703398866
27200	2	0.39540017703398866
27200	3	0.39540017703398866
27200	4	0.39540017703398866
27200	5	0.39540017703398866
27200	6	0.39540017703398866
27200	7	0.39540017703398866
27200	8	0.39540017703398866
27200	9	0.39540017703398866
27215	0	0.39540017703398866
27215	1	0.39540017703398866
27215	2	0.39540017703398866
27215	3	0.39540017703398866
27215	4	0.39540017703398866
27215	5	0.39540017703398866
27215	6	0.39540017703398866
27215	7	0.39540017703398866
27215	8	0.39540017703398866
27215	9	0.39540017703398866
27230	0	0.39540017703398866
27230	1	0.39540017703398866
27230	2	0.39540017703398866
27230	3	0.39540017703398866
27230	4	0.39540017703398866
27230	5	0.39540017703398866
27230	6	0.39540017703398866
27230	7	0.39540017703398866
27230	8	0.39540017703398866
27230	9	0.39540017703398866
27245	0	0.39540017703398866
27245	1	0.39540017703398866
27245	2	0.39540017703398866
27245	3	0.39540017703398866
27245	4	0.39540017703398866
27245	5	0.39540017703398866
27245	6	0.39540017703398866
27245	7	0.39540017703398866
27245	8	0.39540017703398866
27245	9	0.39540017703398866
27260	0	0.39540017703398866
27260	1	0.39540017703398866
27260	2	0.39540017703398866
27260	3	0.39540017703398866
27260	4	0.39540017703398866
27260	5	0.39540017703398866
27260	6	0.39540017703398866
27260	7	0.39540017703398866
27260	8	0.39540017703398866
27260	9	0.39540017703398866
27275	0	0.39540017703398866
27275	1	0.39540017703398866
27275	2	0.39540017703398866
27275	3	0.39540017703398866
27275	4	0.39540017703398866
27275	5	0.39540017703398866
27275	6	0.39540017703398866
27275	7	0.39540017703398866
27275	8	0.39540017703398866
27275	9	0.39540017703398866
27290	0	0.39540017703398866
27290	1	0.39540017703398866
27290	2	0.39540017703398866
27290	3	0.39540017703398866
